id,type,name,x,y,delivery_area,priority,max_capacity,current_load
DP_2459,DeliveryPoint,Tafilah Delivery 2459,31.897843,35.962211,Tafilah,Low,,
DP_2460,DeliveryPoint,Ramtha Delivery 2460,31.860751,35.929347,Ramtha,Low,,
DP_2461,DeliveryPoint,Tabarbour Delivery 2461,31.852811,35.932356,Tabarbour,Medium,,
WH_2462,Warehouse,Marj Al Hamam Warehouse 2462,32.009931,35.943568,,,1000,881
LOC_2463,General,Jabal Hussein Location 2463,32.072983,35.814721,,,,
WH_2464,Warehouse,Sweileh Warehouse 2464,31.926377,36.020243,,,200,107
LOC_2465,General,Yajouz Location 2465,31.888854,35.823198,,,,
WH_2466,Warehouse,Aqaba Warehouse 2466,31.966128,35.874414,,,500,3
LOC_2467,General,Jubeiha Location 2467,31.892357,35.814955,,,,
LOC_2468,General,Yajouz Location 2468,31.922107,36.02352,,,,
LOC_2469,General,Dabouq Location 2469,32.00108,36.019802,,,,
LOC_2470,General,Zarqa Location 2470,32.021826,35.977985,,,,
WH_2471,Warehouse,Abdoun Warehouse 2471,31.977548,35.867809,,,100,88
WH_2472,Warehouse,Tafilah Warehouse 2472,31.861928,36.004188,,,200,140
LOC_2473,General,Jabal Hussein Location 2473,31.867925,35.836688,,,,
DP_2474,DeliveryPoint,Ramtha Delivery 2474,32.003257,36.075318,Ramtha,High,,
DP_2475,DeliveryPoint,Tla Al Ali Delivery 2475,31.983432,35.960439,Tla Al Ali,Medium,,
WH_2476,Warehouse,Sahab Warehouse 2476,31.887136,35.895033,,,500,158
LOC_2477,General,Sweileh Location 2477,32.01393,36.023772,,,,
WH_2478,Warehouse,Yajouz Warehouse 2478,31.956311,36.034115,,,200,64
DP_2479,DeliveryPoint,Salt Delivery 2479,32.049244,35.99412,Salt,High,,
WH_2480,Warehouse,Madaba Warehouse 2480,31.864307,36.04692,,,1000,731
DP_2481,DeliveryPoint,Na ur Delivery 2481,31.911397,35.817292,Na ur,High,,
LOC_2482,General,Rabia Location 2482,31.960622,35.925119,,,,
DP_2483,DeliveryPoint,Mafraq Delivery 2483,31.860517,36.067483,Mafraq,Low,,
WH_2484,Warehouse,Tabarbour Warehouse 2484,32.008398,36.025353,,,500,198
DP_2485,DeliveryPoint,Karak Delivery 2485,32.006254,35.83162,Karak,High,,
LOC_2486,General,Sahab Location 2486,31.918892,36.075386,,,,
LOC_2487,General,Abu Nsair Location 2487,32.066426,36.069504,,,,
WH_2488,Warehouse,Wehdat Warehouse 2488,32.074546,36.086977,,,1000,955
WH_2489,Warehouse,Marj Al Hamam Warehouse 2489,31.903852,36.081523,,,200,159
WH_2490,Warehouse,Khalda Warehouse 2490,32.096592,35.859482,,,100,24
LOC_2491,General,Jerash Location 2491,31.88138,35.910455,,,,
DP_2492,DeliveryPoint,Marka Delivery 2492,31.851479,35.96987,Marka,High,,
LOC_2493,General,Fuheis Location 2493,31.870191,35.98819,,,,
WH_2494,Warehouse,Aqaba Warehouse 2494,32.009353,35.902811,,,1000,685
DP_2495,DeliveryPoint,Rabia Delivery 2495,32.098614,35.977752,Rabia,Medium,,
LOC_2496,General,Madaba Location 2496,32.091501,35.892795,,,,
LOC_2497,General,Amman Location 2497,32.075368,35.862238,,,,
WH_2498,Warehouse,Abdoun Warehouse 2498,31.998819,36.003827,,,200,130
LOC_2499,General,Abu Nsair Location 2499,31.861794,35.861895,,,,
LOC_2500,General,Marj Al Hamam Location 2500,32.043281,35.874742,,,,
WH_2501,Warehouse,Ramtha Warehouse 2501,31.97868,35.975832,,,100,21
WH_2502,Warehouse,Ramtha Warehouse 2502,31.901918,35.872694,,,500,485
LOC_2503,General,Marka Location 2503,32.068019,35.999803,,,,
LOC_2504,General,Aqaba Location 2504,31.998865,35.841669,,,,
DP_2505,DeliveryPoint,Abdoun Delivery 2505,31.90488,35.826365,Abdoun,Medium,,
LOC_2506,General,Jerash Location 2506,31.9993,35.809696,,,,
DP_2507,DeliveryPoint,Khalda Delivery 2507,32.051506,35.913926,Khalda,High,,
LOC_2508,General,Amman Location 2508,31.944128,35.934577,,,,
DP_2509,DeliveryPoint,Shafa Badran Delivery 2509,31.898614,35.801815,Shafa Badran,High,,
LOC_2510,General,Wadi Seer Location 2510,31.997052,35.807694,,,,
WH_2511,Warehouse,Gardens Warehouse 2511,32.070334,36.047349,,,1000,289
WH_2512,Warehouse,Jabal Hussein Warehouse 2512,32.066106,35.90098,,,100,21
WH_2513,Warehouse,Deir Ghbar Warehouse 2513,32.048391,35.934859,,,500,475
WH_2514,Warehouse,Wadi Seer Warehouse 2514,32.011891,35.941608,,,500,459
DP_2515,DeliveryPoint,Tafilah Delivery 2515,32.050495,35.849353,Tafilah,Medium,,
WH_2516,Warehouse,Jerash Warehouse 2516,31.89865,36.024859,,,500,452
WH_2517,Warehouse,Khalda Warehouse 2517,31.870969,35.908473,,,100,23
DP_2518,DeliveryPoint,Mecca Street Delivery 2518,32.047153,35.811577,Mecca Street,Medium,,
WH_2519,Warehouse,Deir Ghbar Warehouse 2519,32.008729,36.038488,,,100,71
DP_2520,DeliveryPoint,Tabarbour Delivery 2520,31.945914,35.94325,Tabarbour,Low,,
WH_2521,Warehouse,Um Uthaina Warehouse 2521,31.97129,35.81437,,,500,311
WH_2522,Warehouse,Tafilah Warehouse 2522,31.895087,35.972473,,,200,173
WH_2523,Warehouse,Marj Al Hamam Warehouse 2523,31.859996,36.05547,,,500,140
LOC_2524,General,Zarqa Location 2524,32.073251,36.065506,,,,
LOC_2525,General,Ajloun Location 2525,32.016641,35.80615,,,,
DP_2526,DeliveryPoint,Marj Al Hamam Delivery 2526,31.850494,36.038556,Marj Al Hamam,Low,,
DP_2527,DeliveryPoint,Salt Delivery 2527,32.010631,35.982118,Salt,High,,
LOC_2528,General,Wehdat Location 2528,31.990358,35.902019,,,,
DP_2529,DeliveryPoint,Khalda Delivery 2529,31.945329,35.897417,Khalda,Low,,
DP_2530,DeliveryPoint,Tabarbour Delivery 2530,31.933304,35.877718,Tabarbour,High,,
WH_2531,Warehouse,Abu Nsair Warehouse 2531,31.966486,35.948759,,,500,359
WH_2532,Warehouse,Madaba Warehouse 2532,32.003124,35.893779,,,500,9
LOC_2533,General,Mafraq Location 2533,32.045243,36.070423,,,,
DP_2534,DeliveryPoint,Ramtha Delivery 2534,32.084125,35.816906,Ramtha,High,,
WH_2535,Warehouse,Na ur Warehouse 2535,32.057628,35.921047,,,500,161
LOC_2536,General,Hashmi Shamali Location 2536,31.951156,36.032607,,,,
DP_2537,DeliveryPoint,Madaba Delivery 2537,31.954658,35.989208,Madaba,High,,
LOC_2538,General,Yajouz Location 2538,31.919352,35.809721,,,,
DP_2539,DeliveryPoint,Aqaba Delivery 2539,32.088613,35.830105,Aqaba,Low,,
DP_2540,DeliveryPoint,Fuheis Delivery 2540,31.896489,35.84368,Fuheis,Low,,
DP_2541,DeliveryPoint,Airport Road Delivery 2541,31.860054,35.998861,Airport Road,High,,
WH_2542,Warehouse,Irbid Warehouse 2542,32.058261,36.057667,,,1000,888
LOC_2543,General,Salt Location 2543,31.947425,35.981558,,,,
WH_2544,Warehouse,Fuheis Warehouse 2544,32.081922,36.012307,,,500,422
LOC_2545,General,Hashmi Shamali Location 2545,31.894707,36.097071,,,,
LOC_2546,General,Hashmi Shamali Location 2546,31.985968,35.917693,,,,
WH_2547,Warehouse,Sweileh Warehouse 2547,31.89702,36.042225,,,1000,705
WH_2548,Warehouse,Russeifa Warehouse 2548,31.893813,36.050105,,,500,397
DP_2549,DeliveryPoint,Mecca Street Delivery 2549,31.897793,36.050477,Mecca Street,Low,,
LOC_2550,General,Aqaba Location 2550,32.071444,36.066088,,,,
WH_2551,Warehouse,Gardens Warehouse 2551,31.981222,36.009192,,,200,132
LOC_2552,General,Mafraq Location 2552,31.930869,35.869744,,,,
WH_2553,Warehouse,Deir Ghbar Warehouse 2553,31.865636,36.033159,,,1000,775
DP_2554,DeliveryPoint,Ajloun Delivery 2554,31.879714,35.844192,Ajloun,Medium,,
WH_2555,Warehouse,Wehdat Warehouse 2555,31.954572,36.082118,,,200,114
LOC_2556,General,Airport Road Location 2556,32.004366,35.936709,,,,
DP_2557,DeliveryPoint,Aqaba Delivery 2557,31.882198,35.854654,Aqaba,High,,
LOC_2558,General,Ramtha Location 2558,32.087917,35.85553,,,,
LOC_2559,General,Wehdat Location 2559,32.026821,35.829358,,,,
LOC_2560,General,Wehdat Location 2560,32.002948,36.046043,,,,
WH_2561,Warehouse,Wehdat Warehouse 2561,32.059732,36.020308,,,100,97
DP_2562,DeliveryPoint,Jabal Amman Delivery 2562,31.975371,35.933749,Jabal Amman,Medium,,
WH_2563,Warehouse,Jabal Amman Warehouse 2563,31.88858,35.840113,,,1000,783
LOC_2564,General,Zarqa Location 2564,31.856864,35.824639,,,,
LOC_2565,General,Na ur Location 2565,32.095223,36.040327,,,,
DP_2566,DeliveryPoint,Khalda Delivery 2566,31.879435,35.9231,Khalda,Medium,,
DP_2567,DeliveryPoint,Salt Delivery 2567,31.904807,35.893823,Salt,Low,,
DP_2568,DeliveryPoint,Jubeiha Delivery 2568,31.928762,36.064359,Jubeiha,Medium,,
WH_2569,Warehouse,Shafa Badran Warehouse 2569,32.057797,35.800361,,,1000,376
LOC_2570,General,Shafa Badran Location 2570,31.87569,36.026174,,,,
LOC_2571,General,Jerash Location 2571,31.928455,36.064168,,,,
LOC_2572,General,Airport Road Location 2572,32.030482,36.094246,,,,
DP_2573,DeliveryPoint,Mecca Street Delivery 2573,32.04819,35.902117,Mecca Street,Medium,,
LOC_2574,General,Amman Location 2574,31.98935,36.077321,,,,
WH_2575,Warehouse,Wehdat Warehouse 2575,32.051878,36.00301,,,200,170
DP_2576,DeliveryPoint,Marka Delivery 2576,32.048308,36.047442,Marka,Medium,,
DP_2577,DeliveryPoint,Russeifa Delivery 2577,31.960145,35.93699,Russeifa,Medium,,
WH_2578,Warehouse,Aqaba Warehouse 2578,31.913648,36.090606,,,100,56
LOC_2579,General,Khalda Location 2579,31.952316,36.043977,,,,
DP_2580,DeliveryPoint,Shafa Badran Delivery 2580,31.950168,35.870608,Shafa Badran,Low,,
DP_2581,DeliveryPoint,Ramtha Delivery 2581,32.004722,36.096464,Ramtha,High,,
WH_2582,Warehouse,Fuheis Warehouse 2582,31.954243,35.892328,,,500,358
LOC_2583,General,Gardens Location 2583,31.917522,36.048497,,,,
LOC_2584,General,Madaba Location 2584,31.90766,36.022416,,,,
LOC_2585,General,Sahab Location 2585,32.047566,35.834669,,,,
DP_2586,DeliveryPoint,Karak Delivery 2586,31.859987,36.073012,Karak,High,,
WH_2587,Warehouse,Abu Nsair Warehouse 2587,31.959374,35.888384,,,100,8
DP_2588,DeliveryPoint,Tla Al Ali Delivery 2588,32.089491,35.914159,Tla Al Ali,Medium,,
LOC_2589,General,Amman Location 2589,31.881389,36.051801,,,,
DP_2590,DeliveryPoint,Khalda Delivery 2590,31.922063,35.900048,Khalda,High,,
DP_2591,DeliveryPoint,Khalda Delivery 2591,31.880244,36.080087,Khalda,Medium,,
DP_2592,DeliveryPoint,Abu Nsair Delivery 2592,31.942612,35.894349,Abu Nsair,Low,,
LOC_2593,General,Um Uthaina Location 2593,31.962638,35.942887,,,,
LOC_2594,General,Sahab Location 2594,31.951722,36.0663,,,,
LOC_2595,General,Ramtha Location 2595,31.882153,35.862732,,,,
DP_2596,DeliveryPoint,Marka Delivery 2596,31.878845,36.027862,Marka,High,,
WH_2597,Warehouse,Abdali Warehouse 2597,31.925034,36.0706,,,200,39
DP_2598,DeliveryPoint,Rabia Delivery 2598,31.999813,35.918136,Rabia,High,,
LOC_2599,General,Jabal Amman Location 2599,32.000724,35.989002,,,,
LOC_2600,General,Abu Nsair Location 2600,32.083152,35.943033,,,,
WH_2601,Warehouse,Um Uthaina Warehouse 2601,31.931102,35.866936,,,1000,549
DP_2602,DeliveryPoint,Salt Delivery 2602,32.081793,35.866783,Salt,Low,,
DP_2603,DeliveryPoint,Mecca Street Delivery 2603,31.955884,36.00308,Mecca Street,Low,,
LOC_2604,General,Karak Location 2604,32.060732,35.927003,,,,
LOC_2605,General,Jerash Location 2605,31.88937,36.015713,,,,
DP_2606,DeliveryPoint,Na ur Delivery 2606,31.94691,35.915824,Na ur,Low,,
WH_2607,Warehouse,Jabal Hussein Warehouse 2607,31.879492,36.0627,,,1000,823
LOC_2608,General,Jubeiha Location 2608,32.097259,36.039413,,,,
LOC_2609,General,Jubeiha Location 2609,32.046749,35.850904,,,,
LOC_2610,General,Tabarbour Location 2610,31.933326,35.924501,,,,
DP_2611,DeliveryPoint,Ramtha Delivery 2611,31.99538,35.943686,Ramtha,High,,
DP_2612,DeliveryPoint,Airport Road Delivery 2612,32.032212,36.094157,Airport Road,High,,
WH_2613,Warehouse,Wadi Seer Warehouse 2613,32.008905,35.935455,,,100,32
DP_2614,DeliveryPoint,Abdali Delivery 2614,32.080361,35.834782,Abdali,High,,
LOC_2615,General,Wehdat Location 2615,31.92156,35.881266,,,,
LOC_2616,General,Rabia Location 2616,31.91341,35.856072,,,,
WH_2617,Warehouse,Jerash Warehouse 2617,31.861938,35.902458,,,500,346
DP_2618,DeliveryPoint,Amman Delivery 2618,32.085678,35.849352,Amman,High,,
LOC_2619,General,Khalda Location 2619,32.090339,35.953845,,,,
WH_2620,Warehouse,Airport Road Warehouse 2620,32.004611,35.920233,,,1000,375
LOC_2621,General,Madaba Location 2621,32.061787,36.017402,,,,
LOC_2622,General,Karak Location 2622,31.954247,36.031,,,,
LOC_2623,General,Deir Ghbar Location 2623,31.857374,36.008303,,,,
DP_2624,DeliveryPoint,Shafa Badran Delivery 2624,32.033515,35.838111,Shafa Badran,Low,,
WH_2625,Warehouse,Aqaba Warehouse 2625,31.931229,35.917577,,,1000,381
WH_2626,Warehouse,Karak Warehouse 2626,31.86487,35.888265,,,100,94
WH_2627,Warehouse,Zarqa Warehouse 2627,31.978959,35.891386,,,200,9
DP_2628,DeliveryPoint,Khalda Delivery 2628,32.07149,35.891612,Khalda,Low,,
LOC_2629,General,Mafraq Location 2629,31.986031,35.893809,,,,
LOC_2630,General,Yajouz Location 2630,31.871156,36.065247,,,,
WH_2631,Warehouse,Salt Warehouse 2631,31.897096,35.985978,,,1000,876
LOC_2632,General,Zarqa Location 2632,31.890481,35.903567,,,,
DP_2633,DeliveryPoint,Deir Ghbar Delivery 2633,31.93181,35.941753,Deir Ghbar,High,,
LOC_2634,General,Rabia Location 2634,31.929729,36.024388,,,,
WH_2635,Warehouse,Rabia Warehouse 2635,32.024046,36.007057,,,500,471
DP_2636,DeliveryPoint,Jabal Hussein Delivery 2636,32.056462,35.998284,Jabal Hussein,Low,,
WH_2637,Warehouse,Abu Nsair Warehouse 2637,31.885143,35.928148,,,500,370
WH_2638,Warehouse,Hashmi Shamali Warehouse 2638,31.919574,35.813807,,,1000,750
DP_2639,DeliveryPoint,Deir Ghbar Delivery 2639,32.030095,35.936269,Deir Ghbar,High,,
DP_2640,DeliveryPoint,Jabal Amman Delivery 2640,32.038272,35.931409,Jabal Amman,Low,,
DP_2641,DeliveryPoint,Jabal Amman Delivery 2641,31.993054,35.945421,Jabal Amman,Medium,,
DP_2642,DeliveryPoint,Rabia Delivery 2642,31.993424,35.838314,Rabia,Low,,
WH_2643,Warehouse,Karak Warehouse 2643,31.9444,35.886453,,,500,348
DP_2644,DeliveryPoint,Mecca Street Delivery 2644,32.096426,35.80577,Mecca Street,Low,,
WH_2645,Warehouse,Marj Al Hamam Warehouse 2645,32.068031,35.892443,,,1000,845
DP_2646,DeliveryPoint,Mecca Street Delivery 2646,31.882214,35.935183,Mecca Street,High,,
LOC_2647,General,Yajouz Location 2647,31.911594,35.924689,,,,
DP_2648,DeliveryPoint,Um Uthaina Delivery 2648,32.055593,35.92935,Um Uthaina,Medium,,
LOC_2649,General,Marj Al Hamam Location 2649,32.004653,35.826434,,,,
DP_2650,DeliveryPoint,Tabarbour Delivery 2650,31.974892,35.993892,Tabarbour,Medium,,
LOC_2651,General,Jerash Location 2651,31.876956,36.010379,,,,
WH_2652,Warehouse,Abdoun Warehouse 2652,31.947007,35.981141,,,1000,889
LOC_2653,General,Jerash Location 2653,32.024865,35.894935,,,,
LOC_2654,General,Abu Nsair Location 2654,31.940708,35.935003,,,,
WH_2655,Warehouse,Salt Warehouse 2655,32.02952,36.029781,,,200,188
WH_2656,Warehouse,Dabouq Warehouse 2656,32.073814,35.883132,,,200,18
DP_2657,DeliveryPoint,Mafraq Delivery 2657,31.967474,35.940343,Mafraq,Low,,
LOC_2658,General,Tafilah Location 2658,32.017959,35.939585,,,,
WH_2659,Warehouse,Ajloun Warehouse 2659,31.940435,36.027706,,,1000,677
DP_2660,DeliveryPoint,Zarqa Delivery 2660,31.907379,36.093073,Zarqa,Medium,,
LOC_2661,General,Dabouq Location 2661,31.975938,35.846148,,,,
LOC_2662,General,Madaba Location 2662,31.934144,36.06476,,,,
WH_2663,Warehouse,Fuheis Warehouse 2663,31.915494,35.855438,,,100,73
DP_2664,DeliveryPoint,Tafilah Delivery 2664,32.020563,35.907358,Tafilah,High,,
DP_2665,DeliveryPoint,Abdali Delivery 2665,31.91324,35.911219,Abdali,High,,
WH_2666,Warehouse,Abdali Warehouse 2666,31.909337,36.028508,,,500,148
WH_2667,Warehouse,Sahab Warehouse 2667,32.038279,35.808168,,,200,159
WH_2668,Warehouse,Ramtha Warehouse 2668,31.957091,35.896088,,,100,39
LOC_2669,General,Madaba Location 2669,32.083177,36.030335,,,,
LOC_2670,General,Um Uthaina Location 2670,31.887493,35.830615,,,,
WH_2671,Warehouse,Wehdat Warehouse 2671,31.911661,35.914817,,,500,97
WH_2672,Warehouse,Jabal Hussein Warehouse 2672,32.082552,35.996095,,,200,38
LOC_2673,General,Jerash Location 2673,32.049576,35.899597,,,,
WH_2674,Warehouse,Mafraq Warehouse 2674,32.088829,36.010698,,,100,15
LOC_2675,General,Tla Al Ali Location 2675,31.886679,36.090137,,,,
LOC_2676,General,Na ur Location 2676,32.006704,35.909867,,,,
LOC_2677,General,Abdoun Location 2677,31.916988,35.994742,,,,
LOC_2678,General,Zarqa Location 2678,31.912495,35.860785,,,,
DP_2679,DeliveryPoint,Abdali Delivery 2679,31.964251,35.921128,Abdali,High,,
WH_2680,Warehouse,Tafilah Warehouse 2680,32.07369,36.094974,,,200,34
LOC_2681,General,Sahab Location 2681,32.006769,36.007697,,,,
LOC_2682,General,Rabia Location 2682,31.984919,36.092069,,,,
LOC_2683,General,Karak Location 2683,31.966682,36.059833,,,,
LOC_2684,General,Rabia Location 2684,31.970507,35.901781,,,,
LOC_2685,General,Mecca Street Location 2685,32.083729,36.05535,,,,
DP_2686,DeliveryPoint,Abdoun Delivery 2686,31.869996,36.005462,Abdoun,High,,
DP_2687,DeliveryPoint,Tafilah Delivery 2687,32.071857,36.040316,Tafilah,Low,,
DP_2688,DeliveryPoint,Wadi Seer Delivery 2688,32.056989,35.813563,Wadi Seer,Medium,,
WH_2689,Warehouse,Ramtha Warehouse 2689,31.892671,35.997673,,,500,0
LOC_2690,General,Jerash Location 2690,31.956736,36.077343,,,,
LOC_2691,General,Tafilah Location 2691,31.907403,36.031322,,,,
WH_2692,Warehouse,Dabouq Warehouse 2692,32.039369,35.869053,,,100,41
DP_2693,DeliveryPoint,Jabal Amman Delivery 2693,31.977129,36.047196,Jabal Amman,Low,,
LOC_2694,General,Gardens Location 2694,32.088106,35.990569,,,,
DP_2695,DeliveryPoint,Ajloun Delivery 2695,31.857721,35.935011,Ajloun,Medium,,
LOC_2696,General,Sweileh Location 2696,31.880529,35.85904,,,,
LOC_2697,General,Airport Road Location 2697,31.995924,35.923374,,,,
DP_2698,DeliveryPoint,Na ur Delivery 2698,31.998963,36.015022,Na ur,High,,
DP_2699,DeliveryPoint,Wadi Seer Delivery 2699,31.982063,35.828433,Wadi Seer,High,,
LOC_2700,General,Jabal Amman Location 2700,31.930073,36.052816,,,,
LOC_2701,General,Irbid Location 2701,32.019904,35.96488,,,,
LOC_2702,General,Jerash Location 2702,31.881404,36.024659,,,,
DP_2703,DeliveryPoint,Mecca Street Delivery 2703,31.977298,35.800654,Mecca Street,High,,
DP_2704,DeliveryPoint,Ramtha Delivery 2704,31.9287,36.077499,Ramtha,High,,
WH_2705,Warehouse,Fuheis Warehouse 2705,31.877918,35.881669,,,500,375
DP_2706,DeliveryPoint,Mecca Street Delivery 2706,32.064081,35.919747,Mecca Street,Low,,
DP_2707,DeliveryPoint,Amman Delivery 2707,32.006733,35.841002,Amman,Medium,,
DP_2708,DeliveryPoint,Amman Delivery 2708,32.019495,36.075763,Amman,Low,,
WH_2709,Warehouse,Wehdat Warehouse 2709,32.025445,36.009743,,,200,77
LOC_2710,General,Shafa Badran Location 2710,32.023946,35.914646,,,,
WH_2711,Warehouse,Tabarbour Warehouse 2711,31.939197,35.841494,,,200,200
LOC_2712,General,Salt Location 2712,31.971916,35.882567,,,,
LOC_2713,General,Abdali Location 2713,31.902946,35.981743,,,,
DP_2714,DeliveryPoint,Jubeiha Delivery 2714,32.038345,35.805738,Jubeiha,Medium,,
WH_2715,Warehouse,Wehdat Warehouse 2715,31.910267,36.057853,,,1000,783
WH_2716,Warehouse,Jerash Warehouse 2716,32.063059,35.920684,,,1000,276
WH_2717,Warehouse,Mecca Street Warehouse 2717,32.014543,36.056432,,,100,57
DP_2718,DeliveryPoint,Jabal Amman Delivery 2718,31.945898,35.911137,Jabal Amman,High,,
LOC_2719,General,Zarqa Location 2719,32.003219,35.88844,,,,
LOC_2720,General,Dabouq Location 2720,32.013527,35.811966,,,,
WH_2721,Warehouse,Zarqa Warehouse 2721,31.875811,36.065719,,,1000,752
DP_2722,DeliveryPoint,Mafraq Delivery 2722,31.989399,35.887681,Mafraq,High,,
WH_2723,Warehouse,Amman Warehouse 2723,32.065821,36.002511,,,1000,335
DP_2724,DeliveryPoint,Yajouz Delivery 2724,32.000842,36.005988,Yajouz,Low,,
WH_2725,Warehouse,Zarqa Warehouse 2725,31.953813,35.982753,,,200,20
WH_2726,Warehouse,Airport Road Warehouse 2726,31.974877,35.958742,,,200,41
WH_2727,Warehouse,Tabarbour Warehouse 2727,31.923777,36.031149,,,1000,692
DP_2728,DeliveryPoint,Marj Al Hamam Delivery 2728,32.057904,35.848291,Marj Al Hamam,Low,,
LOC_2729,General,Sweileh Location 2729,32.081524,36.029744,,,,
LOC_2730,General,Abdoun Location 2730,32.098114,36.093245,,,,
DP_2731,DeliveryPoint,Ramtha Delivery 2731,31.935533,35.931711,Ramtha,Low,,
LOC_2732,General,Abdoun Location 2732,32.035578,36.085157,,,,
DP_2733,DeliveryPoint,Amman Delivery 2733,31.978726,35.851025,Amman,Medium,,
LOC_2734,General,Jabal Amman Location 2734,31.922174,35.907276,,,,
DP_2735,DeliveryPoint,Airport Road Delivery 2735,31.85416,36.062158,Airport Road,Medium,,
DP_2736,DeliveryPoint,Abdali Delivery 2736,31.939318,35.836015,Abdali,High,,
LOC_2737,General,Ramtha Location 2737,31.987838,35.987936,,,,
WH_2738,Warehouse,Marj Al Hamam Warehouse 2738,32.023747,36.075597,,,100,80
DP_2739,DeliveryPoint,Um Uthaina Delivery 2739,31.920172,35.900951,Um Uthaina,Low,,
WH_2740,Warehouse,Fuheis Warehouse 2740,31.855681,35.960491,,,100,69
LOC_2741,General,Tabarbour Location 2741,32.098028,35.805981,,,,
LOC_2742,General,Abdoun Location 2742,32.011554,36.037469,,,,
LOC_2743,General,Tafilah Location 2743,31.873809,35.827361,,,,
LOC_2744,General,Na ur Location 2744,31.962347,36.073289,,,,
LOC_2745,General,Fuheis Location 2745,31.977414,35.841066,,,,
WH_2746,Warehouse,Abu Nsair Warehouse 2746,31.923639,35.811948,,,100,32
LOC_2747,General,Marka Location 2747,31.938647,35.83078,,,,
LOC_2748,General,Um Uthaina Location 2748,32.07244,35.987987,,,,
WH_2749,Warehouse,Wehdat Warehouse 2749,32.056602,36.075358,,,200,47
WH_2750,Warehouse,Hashmi Shamali Warehouse 2750,31.962978,35.807581,,,200,179
LOC_2751,General,Salt Location 2751,32.022014,36.074865,,,,
WH_2752,Warehouse,Hashmi Shamali Warehouse 2752,32.0323,35.974172,,,200,194
WH_2753,Warehouse,Amman Warehouse 2753,31.860995,35.883479,,,500,26
DP_2754,DeliveryPoint,Ramtha Delivery 2754,31.955023,35.853697,Ramtha,Low,,
DP_2755,DeliveryPoint,Marka Delivery 2755,32.050217,36.039342,Marka,Medium,,
WH_2756,Warehouse,Wehdat Warehouse 2756,31.876925,35.83613,,,100,14
LOC_2757,General,Jabal Hussein Location 2757,32.070987,35.841493,,,,
DP_2758,DeliveryPoint,Ajloun Delivery 2758,31.900663,35.978213,Ajloun,High,,
WH_2759,Warehouse,Sweileh Warehouse 2759,32.08102,36.068261,,,500,365
DP_2760,DeliveryPoint,Abdali Delivery 2760,31.952822,35.934724,Abdali,Low,,
DP_2761,DeliveryPoint,Irbid Delivery 2761,32.055223,35.957199,Irbid,Low,,
WH_2762,Warehouse,Abu Nsair Warehouse 2762,31.914238,35.861782,,,100,23
LOC_2763,General,Karak Location 2763,32.015917,35.934163,,,,
DP_2764,DeliveryPoint,Tafilah Delivery 2764,31.976162,35.86634,Tafilah,Low,,
WH_2765,Warehouse,Um Uthaina Warehouse 2765,32.054484,35.985125,,,100,42
DP_2766,DeliveryPoint,Irbid Delivery 2766,31.901686,36.045775,Irbid,Medium,,
LOC_2767,General,Wadi Seer Location 2767,31.857549,35.922984,,,,
DP_2768,DeliveryPoint,Marka Delivery 2768,32.043602,36.084712,Marka,Medium,,
WH_2769,Warehouse,Russeifa Warehouse 2769,32.010969,36.090726,,,500,422
DP_2770,DeliveryPoint,Jerash Delivery 2770,31.871287,36.046355,Jerash,Medium,,
LOC_2771,General,Mafraq Location 2771,32.059001,36.015166,,,,
DP_2772,DeliveryPoint,Deir Ghbar Delivery 2772,31.9073,36.082246,Deir Ghbar,Low,,
LOC_2773,General,Tla Al Ali Location 2773,31.940718,35.918887,,,,
LOC_2774,General,Jubeiha Location 2774,31.951353,35.890968,,,,
WH_2775,Warehouse,Shafa Badran Warehouse 2775,32.09086,36.09814,,,200,63
WH_2776,Warehouse,Mecca Street Warehouse 2776,32.056551,35.942807,,,200,162
LOC_2777,General,Amman Location 2777,31.856787,36.038829,,,,
LOC_2778,General,Marj Al Hamam Location 2778,31.952606,36.023277,,,,
DP_2779,DeliveryPoint,Tafilah Delivery 2779,31.859521,35.88757,Tafilah,High,,
DP_2780,DeliveryPoint,Ramtha Delivery 2780,31.94549,35.83835,Ramtha,Low,,
LOC_2781,General,Karak Location 2781,31.988163,35.849001,,,,
DP_2782,DeliveryPoint,Shafa Badran Delivery 2782,32.082625,35.890195,Shafa Badran,Medium,,
LOC_2783,General,Tafilah Location 2783,31.930825,35.922295,,,,
DP_2784,DeliveryPoint,Karak Delivery 2784,32.019127,36.036312,Karak,Low,,
DP_2785,DeliveryPoint,Yajouz Delivery 2785,31.948132,36.008074,Yajouz,Low,,
LOC_2786,General,Jabal Hussein Location 2786,31.960801,35.9857,,,,
LOC_2787,General,Wehdat Location 2787,32.044694,35.882227,,,,
LOC_2788,General,Gardens Location 2788,31.888955,35.883513,,,,
WH_2789,Warehouse,Wehdat Warehouse 2789,31.980694,36.050693,,,500,318
WH_2790,Warehouse,Wadi Seer Warehouse 2790,32.048989,35.830076,,,1000,418
WH_2791,Warehouse,Tla Al Ali Warehouse 2791,31.941919,35.886778,,,200,174
LOC_2792,General,Aqaba Location 2792,32.047484,35.860702,,,,
WH_2793,Warehouse,Khalda Warehouse 2793,32.023924,36.056654,,,200,42
DP_2794,DeliveryPoint,Deir Ghbar Delivery 2794,32.006004,36.077221,Deir Ghbar,High,,
